job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100944,DevOps Engineer,Cloud & DevOps,CoreStack,Thane,Maharashtra,Full-time,Mid Level,17.5,19.2,3,4,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Thane and works with cross-functional teams.","Docker, Git, Data Analysis, React, AWS, CI/CD, Linux, Kubernetes",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100945,EV Data Analyst,Automotive & EV,CloudSphere,Jaipur,Rajasthan,Full-time,Mid Level,8.6,9.9,3,6,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Jaipur and works with cross-functional teams.","Excel, EV Analytics, Power BI, Statistics, IoT, SQL, Python, Incident Response",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100946,Industrial AI Engineer,Engineering & AI,IndusWorks,Jaipur,Rajasthan,Contract,Junior,6.7,11.3,1,4,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Jaipur and works with cross-functional teams.","Machine Learning, Testing, IoT, Data Analysis, Computer Vision, Industrial AI, SQL, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100947,Cloud Engineer,Cloud & DevOps,VisionEdge,Noida,Uttar Pradesh,Full-time,Mid Level,9.6,13.5,3,6,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Noida and works with cross-functional teams.","Azure, Docker, AWS, Incident Response, CI/CD, Kubernetes, Testing, Linux",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100948,Embedded Systems Engineer,Electronics & Embedded,NextGen Analytics,Mumbai,Maharashtra,Full-time,Senior,8.8,13.4,4,5,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Mumbai and works with cross-functional teams.,"Git, RTOS, Data Analysis, Microcontrollers, C, C++, Communication, Embedded Systems",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100949,AI Engineer,AI & Machine Learning,InnoSoft,Mumbai,Maharashtra,Full-time,Senior,17.5,20.4,5,9,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Mumbai and works with cross-functional teams.","PyTorch, SQL, TensorFlow, Python, Machine Learning, Deep Learning, C#",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100950,Mechanical Design Engineer,Engineering & Manufacturing,DataBridge,Kolkata,West Bengal,Full-time,Mid Level,4.7,7.7,3,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Kolkata and works with cross-functional teams.","CAD, Manufacturing, SolidWorks, Mechanical Design, AutoCAD, GD&T",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100951,Data Analyst,Data & Analytics,SkillTech,Kolkata,West Bengal,Full-time,Entry Level,6.9,8.4,0,1,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Kolkata and works with cross-functional teams.","Excel, Power BI, SQL, Data Visualization, Python, Statistics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100952,Data Analyst,Data & Analytics,InsightWorks,Ahmedabad,Gujarat,Full-time,Senior,7.8,13.6,4,7,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Ahmedabad and works with cross-functional teams.","SQL, Power BI, Python, Excel, Statistics, Data Visualization",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100953,Machine Learning Engineer,AI & Machine Learning,IndusWorks,Jaipur,Rajasthan,Full-time,Senior,13.9,19.3,5,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Jaipur and works with cross-functional teams.","Docker, SIEM, Sensor Analytics, Python, TensorFlow, Machine Learning, PyTorch, Scikit-learn",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100954,Product Manager,Product & Business,FutureGrid,Kolkata,West Bengal,Full-time,Mid Level,15.9,19.8,2,5,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Kolkata and works with cross-functional teams.","Analytics, Communication, Agile, Market Research, SQL, Product Management",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100955,Automation Engineer,Engineering & Automation,CoreStack,Kolkata,West Bengal,Contract,Mid Level,11.6,15.9,3,7,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Kolkata and works with cross-functional teams.","Python, IoT, PLC, Sensors, SCADA, Industrial Automation",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100956,Cloud Engineer,Cloud & DevOps,InnoSoft,Ahmedabad,Gujarat,Full-time,Junior,6.6,12.6,1,4,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Ahmedabad and works with cross-functional teams.","Azure, Docker, Linux, AWS, Kubernetes, CI/CD, SCADA",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100957,Predictive Maintenance Engineer,Engineering & Manufacturing,InsightWorks,Delhi,Delhi,Contract,Senior,11.7,15.9,5,9,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Delhi and works with cross-functional teams.,"Python, Predictive Maintenance, PLC, Machine Learning, Deep Learning, Sensor Analytics, IoT",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100958,Mechanical Design Engineer,Engineering & Manufacturing,NextGen Analytics,Bengaluru,Karnataka,Full-time,Mid Level,6.7,9.3,3,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Bengaluru and works with cross-functional teams.","SolidWorks, AutoCAD, Manufacturing, Mechanical Design, Networking, GD&T, CAD",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100959,Cloud Engineer,Cloud & DevOps,FutureGrid,Mumbai,Maharashtra,Full-time,Senior,13.1,17.7,5,7,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Mumbai and works with cross-functional teams.","Agile, CI/CD, AutoCAD, AWS, Linux, Azure, Docker, Kubernetes",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100960,Predictive Maintenance Engineer,Engineering & Manufacturing,MahaTech Industries,Thane,Maharashtra,Contract,Junior,8.8,10.8,1,2,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Thane and works with cross-functional teams.,"IoT, Sensor Analytics, Predictive Maintenance, Python, Machine Learning, PLC",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100961,Cloud Engineer,Cloud & DevOps,SkillTech,Delhi,Delhi,Full-time,Junior,16.1,18.2,1,2,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Delhi and works with cross-functional teams.","TensorFlow, C++, Docker, CI/CD, Linux, Azure, AWS, Kubernetes",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100962,Game Developer,Gaming & Interactive,IndusWorks,Pune,Maharashtra,Contract,Junior,9.6,11.9,1,3,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Pune and works with cross-functional teams.","C++, Game Development, Pandas, Unity, C#, 3D Mathematics, Git",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100963,Data Analyst,Data & Analytics,Prime Automation,Bengaluru,Karnataka,Full-time,Mid Level,7.7,9.7,3,6,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Bengaluru and works with cross-functional teams.","Cybersecurity, SQL, Power BI, Data Visualization, Excel, Python, Statistics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100964,DevOps Engineer,Cloud & DevOps,Apex Digital,Mumbai,Maharashtra,Contract,Junior,16.8,20.3,1,3,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Mumbai and works with cross-functional teams.","Linux, AWS, Git, Docker, Kubernetes, CI/CD",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100965,Product Manager,Product & Business,FutureGrid,Chennai,Tamil Nadu,Full-time,Senior,8.4,10.0,4,7,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Chennai and works with cross-functional teams.","Market Research, Agile, Communication, SQL, Analytics, Product Management",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100966,Industrial AI Engineer,Engineering & AI,Apex Digital,Hyderabad,Telangana,Contract,Junior,6.4,9.4,1,3,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Hyderabad and works with cross-functional teams.","Industrial AI, IoT, Computer Vision, Machine Learning, Python, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100967,Software Engineer,Software & IT,SkillTech,Hyderabad,Telangana,Full-time,Entry Level,12.7,17.3,0,2,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Hyderabad and works with cross-functional teams.","Data Structures, SQL, Git, Java, Python, REST API",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100968,HR Analyst,HR & Operations,Vertex Systems,Hyderabad,Telangana,Full-time,Entry Level,5.3,11.0,0,4,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Hyderabad and works with cross-functional teams.","Excel, Data Analysis, Communication, Power BI, Computer Vision, AutoCAD, HR Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100969,Automation Engineer,Engineering & Automation,CloudSphere,Mumbai,Maharashtra,Full-time,Senior,8.5,10.2,4,7,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Mumbai and works with cross-functional teams.","SCADA, Python, Industrial Automation, IoT, Analytics, Sensors, PLC",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100970,Business Analyst,Business & Analytics,MahaTech Industries,Thane,Maharashtra,Full-time,Junior,9.5,10.5,1,2,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Thane and works with cross-functional teams.","Excel, Statistics, Power BI, Business Analysis, SQL, Communication",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100971,Data Scientist,AI & Data,CoreStack,Delhi,Delhi,Contract,Junior,12.5,18.0,1,2,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Delhi and works with cross-functional teams.","SQL, Python, Machine Learning, Mechanical Design, Statistics, Excel, Scikit-learn, Pandas",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100972,Electronics Engineer,Electronics & Embedded,Quantix Labs,Aurangabad,Maharashtra,Contract,Senior,6.6,12.1,5,9,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Aurangabad and works with cross-functional teams.","C, Circuit Design, MATLAB, Linux, Testing, Embedded Systems, PCB Design",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100973,Cybersecurity Analyst,Cybersecurity,Nova Mobility,Kolkata,West Bengal,Full-time,Mid Level,7.9,10.4,2,3,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Kolkata and works with cross-functional teams.","Networking, Cybersecurity, Python, Linux, Incident Response, SIEM",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100974,Cloud Engineer,Cloud & DevOps,Prime Automation,Bengaluru,Karnataka,Full-time,Senior,14.1,17.3,4,8,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Bengaluru and works with cross-functional teams.","Azure, Kubernetes, AWS, Docker, CI/CD, IoT, Linux",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100975,Cloud Engineer,Cloud & DevOps,Vertex Systems,Gurugram,Haryana,Full-time,Senior,16.4,21.1,5,7,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Gurugram and works with cross-functional teams.","CI/CD, Azure, AWS, Git, Linux, Docker, Kubernetes, SolidWorks",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100976,Industrial AI Engineer,Engineering & AI,CoreStack,Mumbai,Maharashtra,Contract,Senior,9.3,14.5,6,10,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Mumbai and works with cross-functional teams.","Python, Analytics, SQL, Git, Industrial AI, IoT, Machine Learning, Computer Vision",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100977,Full Stack Developer,Software & IT,TechNova Solutions,Hyderabad,Telangana,Full-time,Senior,8.2,12.5,5,7,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Hyderabad and works with cross-functional teams.,"PyTorch, Git, JavaScript, React, HTML, SQL, CSS, Node.js",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100978,Automation Engineer,Engineering & Automation,IndusWorks,Nagpur,Maharashtra,Full-time,Mid Level,8.9,13.7,3,6,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Nagpur and works with cross-functional teams.","SCADA, Industrial Automation, IoT, Python, Predictive Maintenance, Mechanical Design, Sensors, PLC",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100979,Business Analyst,Business & Analytics,NextGen Analytics,Jaipur,Rajasthan,Contract,Mid Level,5.6,7.4,2,5,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Jaipur and works with cross-functional teams.","Communication, Excel, Business Analysis, Statistics, SQL, Power BI",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100980,Industrial AI Engineer,Engineering & AI,Nova Mobility,Thane,Maharashtra,Full-time,Mid Level,7.1,10.9,3,6,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Thane and works with cross-functional teams.","Industrial AI, SQL, IoT, Python, Computer Vision, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100981,EV Data Analyst,Automotive & EV,AutoNext,Chennai,Tamil Nadu,Full-time,Senior,9.5,15.0,5,8,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Chennai and works with cross-functional teams.","EV Analytics, Power BI, Python, Statistics, SQL, Excel",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100982,Game Developer,Gaming & Interactive,InnoSoft,Hyderabad,Telangana,Contract,Mid Level,10.9,14.8,3,5,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Hyderabad and works with cross-functional teams.","C#, C++, Statistics, Unity, 3D Mathematics, Git, Game Development",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100983,Embedded Systems Engineer,Electronics & Embedded,SmartFab Technologies,Thane,Maharashtra,Full-time,Entry Level,4.6,6.3,0,3,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Thane and works with cross-functional teams.,"RTOS, Pandas, Embedded Systems, Git, C, C++, Microcontrollers",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100984,AI Engineer,AI & Machine Learning,SkillTech,Thane,Maharashtra,Full-time,Senior,15.1,19.0,4,5,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Thane and works with cross-functional teams.","Python, PyTorch, TensorFlow, Machine Learning, SQL, Deep Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100985,Industrial AI Engineer,Engineering & AI,Nova Mobility,Thane,Maharashtra,Full-time,Junior,13.7,16.0,1,3,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Thane and works with cross-functional teams.","SQL, Industrial AI, Machine Learning, EV Analytics, Computer Vision, IoT, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100986,Electronics Engineer,Electronics & Embedded,InsightWorks,Pune,Maharashtra,Contract,Entry Level,6.0,11.5,0,3,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Pune and works with cross-functional teams.","Git, C, Embedded Systems, MATLAB, PCB Design, Testing, Circuit Design",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100987,Mechanical Design Engineer,Engineering & Manufacturing,SmartFab Technologies,Gurugram,Haryana,Full-time,Junior,8.2,11.9,1,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Gurugram and works with cross-functional teams.","Manufacturing, SolidWorks, Deep Learning, Mechanical Design, CAD, AutoCAD, GD&T",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100988,Data Analyst,Data & Analytics,IndusWorks,Ahmedabad,Gujarat,Full-time,Entry Level,3.9,6.7,0,2,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Ahmedabad and works with cross-functional teams.","Data Visualization, Power BI, Excel, Python, SQL, Statistics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100989,Business Analyst,Business & Analytics,SkillTech,Jaipur,Rajasthan,Full-time,Entry Level,8.7,14.5,0,2,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Jaipur and works with cross-functional teams.","Excel, Statistics, Business Analysis, Communication, SQL, Power BI, Microcontrollers",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100990,AI Engineer,AI & Machine Learning,NextGen Analytics,Nashik,Maharashtra,Full-time,Senior,7.0,12.0,6,7,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Nashik and works with cross-functional teams.","PyTorch, Deep Learning, SQL, TensorFlow, Python, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100991,Industrial AI Engineer,Engineering & AI,Vertex Systems,Jaipur,Rajasthan,Full-time,Senior,12.7,14.6,6,10,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Jaipur and works with cross-functional teams.","Machine Learning, IoT, Predictive Maintenance, Computer Vision, Python, Industrial AI, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100992,Full Stack Developer,Software & IT,DataBridge,Nagpur,Maharashtra,Full-time,Junior,11.1,15.7,1,3,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Nagpur and works with cross-functional teams.,"HTML, SQL, JavaScript, CSS, Node.js, Git, React",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100993,Electronics Engineer,Electronics & Embedded,BluePeak Consulting,Bengaluru,Karnataka,Full-time,Senior,4.9,7.2,5,8,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Bengaluru and works with cross-functional teams.","MATLAB, Testing, PyTorch, PCB Design, Circuit Design, C, Embedded Systems",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100994,Data Scientist,AI & Data,AutoNext,Mumbai,Maharashtra,Full-time,Mid Level,12.2,17.3,3,4,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Mumbai and works with cross-functional teams.","SQL, Pandas, Machine Learning, Python, Statistics, Scikit-learn",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100995,Embedded Systems Engineer,Electronics & Embedded,Quantix Labs,Ahmedabad,Gujarat,Contract,Senior,9.1,13.8,5,6,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Ahmedabad and works with cross-functional teams.,"C, RTOS, C++, Industrial Automation, Microcontrollers, Git, Embedded Systems",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100996,Business Analyst,Business & Analytics,Vertex Systems,Chennai,Tamil Nadu,Full-time,Junior,4.3,7.1,1,3,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Chennai and works with cross-functional teams.","SQL, Statistics, Excel, Communication, Sensor Analytics, Power BI, Business Analysis",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100997,Software Engineer,Software & IT,InnoSoft,Gurugram,Haryana,Full-time,Mid Level,13.7,18.7,3,4,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Gurugram and works with cross-functional teams.","REST API, Sensor Analytics, Python, SQL, Git, Java, Data Structures",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100998,Software Engineer,Software & IT,Nova Mobility,Delhi,Delhi,Full-time,Junior,5.2,8.5,1,2,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Delhi and works with cross-functional teams.","SQL, EV Analytics, Data Structures, REST API, Git, Python, Java",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100999,DevOps Engineer,Cloud & DevOps,AutoNext,Nagpur,Maharashtra,Full-time,Senior,11.2,16.9,5,9,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Nagpur and works with cross-functional teams.","Docker, Git, CI/CD, Kubernetes, Linux, AWS",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101000,Industrial AI Engineer,Engineering & AI,FutureGrid,Delhi,Delhi,Full-time,Mid Level,11.7,15.2,2,4,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Delhi and works with cross-functional teams.","IoT, Industrial AI, Machine Learning, Python, SQL, Computer Vision",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101001,Product Manager,Product & Business,SkillTech,Noida,Uttar Pradesh,Full-time,Senior,14.8,18.4,5,6,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Noida and works with cross-functional teams.","Product Management, Analytics, SQL, Predictive Maintenance, Market Research, Communication, Agile",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101002,Data Analyst,Data & Analytics,Quantix Labs,Hyderabad,Telangana,Full-time,Mid Level,4.5,7.2,3,5,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Hyderabad and works with cross-functional teams.","Python, SQL, Statistics, Data Visualization, Excel, Power BI",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101003,Cloud Engineer,Cloud & DevOps,IndusWorks,Kolkata,West Bengal,Full-time,Mid Level,13.8,17.8,3,5,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Kolkata and works with cross-functional teams.","Linux, Azure, AWS, CI/CD, Kubernetes, Docker",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101004,Game Developer,Gaming & Interactive,IndusWorks,Ahmedabad,Gujarat,Full-time,Senior,4.7,8.2,4,7,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Ahmedabad and works with cross-functional teams.","C#, Sensors, TensorFlow, Unity, 3D Mathematics, Game Development, C++, Git",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101005,Data Scientist,AI & Data,CloudSphere,Hyderabad,Telangana,Full-time,Mid Level,9.3,14.4,2,3,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Hyderabad and works with cross-functional teams.","Pandas, Python, JavaScript, Statistics, Scikit-learn, Machine Learning, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101006,Electronics Engineer,Electronics & Embedded,Apex Digital,Delhi,Delhi,Full-time,Mid Level,8.3,10.3,2,3,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Delhi and works with cross-functional teams.","Data Analysis, C, Embedded Systems, PCB Design, Circuit Design, Testing, MATLAB, Deep Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101007,Product Manager,Product & Business,TechNova Solutions,Pune,Maharashtra,Full-time,Senior,8.0,11.3,7,11,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Pune and works with cross-functional teams.","Product Management, Analytics, Agile, Market Research, Communication, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101008,Machine Learning Engineer,AI & Machine Learning,DataBridge,Kolkata,West Bengal,Full-time,Senior,9.4,13.4,4,7,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Kolkata and works with cross-functional teams.","Docker, CAD, TensorFlow, Python, Scikit-learn, Machine Learning, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101009,EV Data Analyst,Automotive & EV,Quantix Labs,Hyderabad,Telangana,Full-time,Junior,10.7,13.5,1,4,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Hyderabad and works with cross-functional teams.","EV Analytics, Python, SQL, Power BI, Statistics, Excel",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101010,Electronics Engineer,Electronics & Embedded,MahaTech Industries,Jaipur,Rajasthan,Full-time,Senior,5.6,10.4,5,8,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Jaipur and works with cross-functional teams.","PCB Design, Testing, MATLAB, Embedded Systems, Circuit Design, C",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101011,Software Engineer,Software & IT,Apex Digital,Nashik,Maharashtra,Contract,Senior,14.4,16.6,4,6,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Nashik and works with cross-functional teams.","REST API, Java, Data Structures, Embedded Systems, Git, Python, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101012,EV Data Analyst,Automotive & EV,BluePeak Consulting,Pune,Maharashtra,Full-time,Mid Level,9.6,13.3,3,7,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Pune and works with cross-functional teams.","Power BI, EV Analytics, Python, Excel, Statistics, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101013,DevOps Engineer,Cloud & DevOps,CoreStack,Pune,Maharashtra,Full-time,Junior,13.7,18.2,1,2,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Pune and works with cross-functional teams.","Kubernetes, AWS, Analytics, CI/CD, Git, Docker, Linux",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101014,Game Developer,Gaming & Interactive,InnoSoft,Ahmedabad,Gujarat,Contract,Entry Level,8.4,12.8,0,3,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Ahmedabad and works with cross-functional teams.","3D Mathematics, C#, Game Development, Industrial AI, Git, Manufacturing, C++, Unity",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101015,Data Analyst,Data & Analytics,NextGen Analytics,Thane,Maharashtra,Contract,Senior,6.0,11.2,4,7,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Thane and works with cross-functional teams.","Data Visualization, Excel, Circuit Design, Power BI, Python, Statistics, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL101016,Full Stack Developer,Software & IT,Vertex Systems,Jaipur,Rajasthan,Full-time,Senior,7.7,10.3,4,7,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Jaipur and works with cross-functional teams.,"HTML, Git, Game Development, JavaScript, SQL, Node.js, CSS, React",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
